Ticket ID,Customer ID,Order ID,Customer Query,Query Category,Sentiment,Priority,Created Date,Resolution Status,Escalation Status
TKT-100714,CUST-16035,ORD-438640,How do I enable two-factor authentication (2FA) on my Dell XPS 13? I want to secure my account.,Account,Negative,urgent,2026-06-14,resolved,No
TKT-100715,CUST-15770,ORD-546661,i cannot change my username. it keeps saying invalid format. please help.,Account,Positive,medium,2026-06-18,resolved,No
TKT-100716,CUST-16449,ORD-847714,Could you send me the invoice for my purchase of Secure Router Pro? Order ID is ORD-847714.,Billing,Positive,urgent,2026-06-05,pending,No
TKT-100717,CUST-16882,ORD-357587,Can you tell me the physical dimensions and weight of 4K HDR Monitor? I want to make sure it fits my desk.,Product,Negative,urgent,2026-06-02,new,No
TKT-100718,CUST-15824,ORD-853158,I ordered Secure Router Pro but the delivery address is incorrect. Can I change it to Zion?,Shipping,Neutral,low,2026-07-02,escalated,Yes
TKT-100719,CUST-14883,ORD-484453,The software crashes on startup on my iPad Air. It worked fine yesterday but now displays ERR_INVALID_LICENSE_KEY.,Technical,Negative,high,2026-06-16,resolved,No
TKT-100720,CUST-10835,ORD-974371,I cannot change my username. It keeps saying invalid format. Please help.,Account,Neutral,medium,2026-06-22,escalated,Yes
TKT-100721,CUST-11806,ORD-495404,I ordered Pro Headphones X but the delivery address is incorrect. Can I change it to Houston?,Shipping,Negative,urgent,2026-06-20,new,No
TKT-100722,CUST-17999,ORD-308065,I am unable to login on my iPhone 14 Pro. It keeps spinning and says ERR_SSL_HANDSHAKE_FAILED.,Technical,Positive,urgent,2026-06-13,new,No
TKT-100723,CUST-18297,ORD-759718,someone tried to access my profile from a different location. can you verify my login history?,Account,Neutral,low,2026-06-03,pending,No
TKT-100724,CUST-10206,ORD-363510,i'm experiencing slow speeds in el paso using samsung galaxy s23. is there an outage in my area?,Technical,Neutral,high,2026-07-02,in_progress,No
TKT-100725,CUST-16367,ORD-345575,I received a notification that order ORD-345575 was returned to sender. Why did that happen?,Shipping,Positive,high,2026-06-02,in_progress,No
TKT-100726,CUST-10382,ORD-991991,How long does shipping to Oakland take for the Quantum Laptop 15? I need it before Friday.,Shipping,Positive,urgent,2026-06-26,in_progress,No
TKT-100727,CUST-13410,ORD-417083,Someone tried to access my profile from a different location. Can you verify my login history?,Account,Positive,high,2026-06-13,new,No
TKT-100728,CUST-17725,ORD-864480,The software crashes on startup on my MacBook Pro M2. It worked fine yesterday but now displays ERR_AUTH_FAILED_401.,Technical,Neutral,high,2026-06-17,in_progress,No
TKT-100729,CUST-12239,ORD-129476,I want to compare Secure Router Pro with other models. What are the key advantages of this version?,Product,Positive,low,2026-06-29,new,No
TKT-100730,CUST-15865,ORD-193214,i received a notification that order ord-193214 was returned to sender. why did that happen?,Shipping,Neutral,medium,2026-06-13,escalated,Yes
TKT-100731,CUST-11241,ORD-538645,I am unable to login on my Dell XPS 13. It keeps spinning and says ERR_DB_TIMEOUT_504.,Technical,Positive,medium,2026-06-28,pending,No
TKT-100732,CUST-17116,ORD-212893,The secure setup for Secure Router Pro fails with code ERR_DB_TIMEOUT_504. I have tried restarting the router already.,Technical,Positive,medium,2026-07-02,in_progress,No
TKT-100733,CUST-18019,ORD-925582,is quantum laptop 15 compatible with mac and windows? i plan to use it on my samsung galaxy s23.,Product,Negative,high,2026-06-14,pending,No
TKT-100734,CUST-14293,ORD-599217,I cannot change my username. It keeps saying invalid format. Please help.,Account,Neutral,medium,2026-06-30,resolved,No
TKT-100735,CUST-11868,ORD-220943,I am looking at 4K HDR Monitor and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Negative,medium,2026-06-26,new,No
TKT-100736,CUST-16744,ORD-366099,My iPad Air is throwing error ERR_CONNECTION_TIMED_OUT when trying to connect to the server. Please help.,Technical,Positive,urgent,2026-06-09,new,No
TKT-100737,CUST-11391,ORD-917018,How can I delete my profile? I no longer wish to use this service. My customer name is Amelia Quinn.,Account,Negative,low,2026-06-03,escalated,Yes
TKT-100738,CUST-10577,ORD-415015,I need to change my registered email from george.irvin@example.com to another address.,Account,Negative,low,2026-06-08,escalated,Yes
TKT-100739,CUST-17607,ORD-353251,I am looking at Eco Charging Pad and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Positive,urgent,2026-06-08,in_progress,No
TKT-100740,CUST-11489,ORD-638185,Is Noise-Cancelling Bud S currently in stock in any physical stores near Zion?,Product,Negative,low,2026-06-27,new,No
TKT-100741,CUST-15955,ORD-316851,"I'm trying to buy Noise-Cancelling Bud S from Seattle, but the payment keeps failing with billing code ERR_RESOURCE_NOT_FOUND_404.",Billing,Positive,high,2026-06-10,new,No
TKT-100742,CUST-12477,ORD-543323,Can you help me debug the sync issue on MacBook Pro M2? It shows database error ERR_AUTH_FAILED_401 constantly.,Technical,Negative,medium,2026-06-25,resolved,No
TKT-100743,CUST-12883,ORD-992448,My iPad Air is throwing error ERR_RESOURCE_NOT_FOUND_404 when trying to connect to the server. Please help.,Technical,Negative,medium,2026-06-28,new,No
TKT-100744,CUST-11069,ORD-790791,I need to update my billing address from Boston to my new home. Can you help me?,Billing,Positive,medium,2026-06-15,new,No
TKT-100745,CUST-19352,ORD-207389,Can you tell me the physical dimensions and weight of Eco Charging Pad? I want to make sure it fits my desk.,Product,Negative,low,2026-06-28,new,No
TKT-100746,CUST-13428,ORD-256378,how do i enable two-factor authentication (2fa) on my windows desktop? i want to secure my account.,Account,Negative,low,2026-06-18,escalated,Yes
TKT-100747,CUST-16869,ORD-361371,I'm experiencing slow speeds in Kansas City using Android Tablet. Is there an outage in my area?,Technical,Neutral,urgent,2026-06-06,new,No
TKT-100748,CUST-17233,ORD-336737,I cannot change my username. It keeps saying invalid format. Please help.,Account,Negative,medium,2026-06-30,in_progress,No
TKT-100749,CUST-15109,ORD-604848,I was billed twice for my subscription. The invoice shows ORD-604848 for 299 but I only authorized one charge.,Billing,Negative,low,2026-06-11,new,No
TKT-100750,CUST-14423,ORD-406653,Does 4K HDR Monitor support integration with iPhone 14 Pro? I couldn't find this spec in the manual.,Product,Negative,medium,2026-06-16,in_progress,No
TKT-100751,CUST-17775,ORD-294848,Does Secure Router Pro support integration with MacBook Pro M2? I couldn't find this spec in the manual.,Product,Positive,urgent,2026-06-02,pending,No
TKT-100752,CUST-17467,ORD-716038,Is Ultra Smartwatch v2 currently in stock in any physical stores near Los Angeles?,Product,Negative,medium,2026-06-28,escalated,Yes
TKT-100753,CUST-16743,ORD-469345,I'm experiencing slow speeds in Xenia using Windows Desktop. Is there an outage in my area?,Technical,Negative,urgent,2026-06-07,pending,No
TKT-100754,CUST-19079,ORD-688931,I cannot change my username. It keeps saying invalid format. Please help.,Account,Neutral,urgent,2026-06-30,resolved,No
TKT-100755,CUST-10418,ORD-750768,i ordered eco charging pad but the delivery address is incorrect. can i change it to wichita?,Shipping,Negative,urgent,2026-06-28,new,No
TKT-100756,CUST-19163,ORD-583494,I ordered Eco Charging Pad but the delivery address is incorrect. Can I change it to Seattle?,Shipping,Positive,medium,2026-06-19,in_progress,No
TKT-100757,CUST-16622,ORD-497870,"My profile has been suspended for security reasons, it says error ERR_RESOURCE_NOT_FOUND_404. How can I unlock it?",Account,Negative,urgent,2026-06-13,new,No
TKT-100758,CUST-14794,ORD-759970,Why was my account charged 349? I didn't purchase anything recently. Order reference is ORD-759970.,Billing,Neutral,high,2026-06-17,in_progress,No
TKT-100759,CUST-17394,ORD-741491,My card on file was charged 349 but I cancelled my plan last week. Refund needed ASAP.,Billing,Negative,medium,2026-06-18,pending,No
TKT-100760,CUST-16629,ORD-807783,I want to merge my old profile with my new one. Both are under Benjamin Rodriguez. please assist asap.,Account,Neutral,low,2026-06-10,new,No
TKT-100761,CUST-12465,ORD-649020,Can you tell me the physical dimensions and weight of Noise-Cancelling Bud S? I want to make sure it fits my desk.,Product,Negative,high,2026-07-02,escalated,Yes
TKT-100762,CUST-16762,ORD-878476,I need to update my billing address from Fort Worth to my new home. Can you help me?,Billing,Negative,medium,2026-07-01,escalated,Yes
TKT-100763,CUST-18632,ORD-836812,How do I clean and maintain my Ultra Smartwatch v2? The user guide doesn't explain this well.,Product,Negative,urgent,2026-06-30,new,No
TKT-100764,CUST-16925,ORD-555916,How can I delete my profile? I no longer wish to use this service. My customer name is Taylor Vance.,Account,Negative,urgent,2026-06-18,resolved,No
TKT-100765,CUST-17428,ORD-220754,I want to compare Noise-Cancelling Bud S with other models. What are the key advantages of this version?,Product,Neutral,low,2026-06-13,escalated,Yes
TKT-100766,CUST-14697,ORD-722211,i want to compare noise-cancelling bud s with other models. what are the key advantages of this version?,Product,Positive,medium,2026-06-25,new,No
TKT-100767,CUST-19859,ORD-701791,Is Quantum Laptop 15 compatible with Mac and Windows? I plan to use it on my Dell XPS 13.,Product,Neutral,low,2026-06-08,pending,No
TKT-100768,CUST-17112,ORD-171961,"hi, i noticed a double charge of $129 on my credit card for order ord-171961. can you please issue a refund? please assist asap.",Billing,Neutral,low,2026-06-13,in_progress,No
TKT-100769,CUST-10724,ORD-906767,Could you send me the invoice for my purchase of 4K HDR Monitor? Order ID is ORD-906767. please assist asap.,Billing,Positive,medium,2026-06-24,pending,No
TKT-100770,CUST-13825,ORD-669420,Why was my account charged 299? I didn't purchase anything recently. Order reference is ORD-669420.,Billing,Negative,urgent,2026-06-15,resolved,No
TKT-100771,CUST-15849,ORD-498556,What is the battery life of Eco Charging Pad? Does it support fast charging on Windows Desktop?,Product,Positive,urgent,2026-06-16,resolved,No
TKT-100772,CUST-11444,ORD-603188,How do I enable two-factor authentication (2FA) on my Windows Desktop? I want to secure my account.,Account,Neutral,high,2026-06-30,pending,No
TKT-100773,CUST-13642,ORD-933518,I was billed twice for my subscription. The invoice shows ORD-933518 for 199 but I only authorized one charge.,Billing,Positive,low,2026-06-13,in_progress,No
TKT-100774,CUST-10860,ORD-389448,Where is my package? The tracking for order ORD-389448 has not updated in 3 days. It was supposed to ship to Raleigh.,Shipping,Neutral,low,2026-06-08,pending,No
TKT-100775,CUST-15690,ORD-966939,The application screen is completely frozen on my iPhone 14 Pro after the latest update.,Technical,Positive,low,2026-06-14,in_progress,No
TKT-100776,CUST-10528,ORD-981113,Is Secure Router Pro currently in stock in any physical stores near Kansas City?,Product,Negative,urgent,2026-06-11,in_progress,No
TKT-100777,CUST-16625,ORD-113353,"Hi, I noticed a double charge of $1499 on my credit card for order ORD-113353. Can you please issue a refund?",Billing,Neutral,medium,2026-06-24,resolved,No
TKT-100778,CUST-15643,ORD-356696,I cannot change my username. It keeps saying invalid format. Please help.,Account,Positive,urgent,2026-06-23,in_progress,No
TKT-100779,CUST-10765,ORD-698188,The package containing my Secure Router Pro is stuck at the local hub in Urbana. Please check on it.,Shipping,Negative,low,2026-06-18,resolved,No
TKT-100780,CUST-12941,ORD-980028,I'm experiencing slow speeds in Kansas City using Android Tablet. Is there an outage in my area?,Technical,Neutral,urgent,2026-06-15,pending,No
TKT-100781,CUST-16570,ORD-302418,I am requesting a refund for order ORD-302418 since the product arrived damaged. The total amount was $129. please assist asap.,Billing,Positive,high,2026-06-10,pending,No
TKT-100782,CUST-11642,ORD-699393,Is Quantum Laptop 15 currently in stock in any physical stores near Seattle?,Product,Neutral,medium,2026-06-05,pending,No
TKT-100783,CUST-14970,ORD-393707,How do I enable two-factor authentication (2FA) on my Windows Desktop? I want to secure my account.,Account,Neutral,high,2026-06-02,new,No
TKT-100784,CUST-14228,ORD-424331,I forgot my password and the reset email is not arriving. My email is jamie.nelson@example.com.,Account,Positive,low,2026-06-03,in_progress,No
TKT-100785,CUST-13187,ORD-463102,"The delivery status for order ORD-463102 says delivered, but I haven't received anything at my home in Seattle.",Shipping,Neutral,low,2026-06-30,in_progress,No
TKT-100786,CUST-15166,ORD-959284,I was billed twice for my subscription. The invoice shows ORD-959284 for 1499 but I only authorized one charge.,Billing,Neutral,urgent,2026-06-03,escalated,Yes
TKT-100787,CUST-14946,ORD-559938,I need to change my registered email from jordan.martinez@example.com to another address.,Account,Positive,medium,2026-06-30,resolved,No
TKT-100788,CUST-12145,ORD-989657,"Hi, I noticed a double charge of $49 on my credit card for order ORD-989657. Can you please issue a refund?",Billing,Positive,urgent,2026-06-26,escalated,Yes
TKT-100789,CUST-16145,ORD-576851,The package containing my Quantum Laptop 15 is stuck at the local hub in Yonkers. Please check on it.,Shipping,Positive,medium,2026-06-16,pending,No
TKT-100790,CUST-14561,ORD-229306,I forgot my password and the reset email is not arriving. My email is samuel.adams@example.com.,Account,Positive,urgent,2026-06-29,new,No
TKT-100791,CUST-12027,ORD-241475,The software crashes on startup on my iPhone 14 Pro. It worked fine yesterday but now displays ERR_RESOURCE_NOT_FOUND_404.,Technical,Positive,medium,2026-06-25,in_progress,No
TKT-100792,CUST-13190,ORD-569019,Can you provide the tracking number or link for my shipping order ORD-569019?,Shipping,Neutral,high,2026-06-15,in_progress,No
TKT-100793,CUST-14894,ORD-710813,"My profile has been suspended for security reasons, it says error ERR_INVALID_LICENSE_KEY. How can I unlock it?",Account,Neutral,medium,2026-06-29,new,No
TKT-100794,CUST-17182,ORD-711101,The application screen is completely frozen on my iPhone 14 Pro after the latest update.,Technical,Neutral,low,2026-07-01,resolved,No
TKT-100795,CUST-15518,ORD-351702,I am looking at Ultra Smartwatch v2 and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Positive,low,2026-06-17,resolved,No
TKT-100796,CUST-18579,ORD-947933,could you send me the invoice for my purchase of 4k hdr monitor? order id is ord-947933.,Billing,Negative,urgent,2026-06-12,new,No
TKT-100797,CUST-11125,ORD-792058,"I'm trying to buy Eco Charging Pad from Zion, but the payment keeps failing with billing code ERR_SSL_HANDSHAKE_FAILED.",Billing,Negative,medium,2026-06-10,resolved,No
TKT-100798,CUST-17801,ORD-322594,Is Secure Router Pro compatible with Mac and Windows? I plan to use it on my Dell XPS 13.,Product,Negative,medium,2026-06-06,escalated,Yes
TKT-100799,CUST-12601,ORD-210125,I am requesting a refund for order ORD-210125 since the product arrived damaged. The total amount was $199.,Billing,Neutral,high,2026-06-11,pending,No
TKT-100800,CUST-13786,ORD-611571,The package containing my Secure Router Pro is stuck at the local hub in Houston. Please check on it.,Shipping,Positive,medium,2026-07-01,in_progress,No
TKT-100801,CUST-15618,ORD-161096,"Hi, I noticed a double charge of $349 on my credit card for order ORD-161096. Can you please issue a refund? please assist asap.",Billing,Negative,medium,2026-06-17,new,No
TKT-100802,CUST-17162,ORD-232933,My Dell XPS 13 is throwing error ERR_CONNECTION_TIMED_OUT when trying to connect to the server. Please help.,Technical,Neutral,high,2026-07-01,resolved,No
TKT-100803,CUST-11317,ORD-152526,"I'm trying to buy Ultra Smartwatch v2 from Kansas City, but the payment keeps failing with billing code ERR_AUTH_FAILED_401.",Billing,Negative,urgent,2026-06-23,pending,No
TKT-100804,CUST-16493,ORD-758285,My card on file was charged 1499 but I cancelled my plan last week. Refund needed ASAP.,Billing,Negative,medium,2026-06-26,new,No
TKT-100805,CUST-10785,ORD-571056,My card on file was charged 299 but I cancelled my plan last week. Refund needed ASAP.,Billing,Positive,low,2026-06-13,resolved,No
TKT-100806,CUST-11695,ORD-832577,"My profile has been suspended for security reasons, it says error ERR_RESOURCE_NOT_FOUND_404. How can I unlock it?",Account,Negative,high,2026-06-23,in_progress,No
TKT-100807,CUST-13750,ORD-400630,I need to change my registered email from samuel.young@example.com to another address.,Account,Negative,high,2026-06-28,resolved,No
TKT-100808,CUST-12499,ORD-574573,Where is my package? The tracking for order ORD-574573 has not updated in 3 days. It was supposed to ship to Wichita.,Shipping,Neutral,urgent,2026-06-21,pending,No
TKT-100809,CUST-18438,ORD-263505,My MacBook Pro M2 is throwing error ERR_RESOURCE_NOT_FOUND_404 when trying to connect to the server. Please help.,Technical,Positive,low,2026-06-06,resolved,No
TKT-100810,CUST-10641,ORD-249614,Can you help me debug the sync issue on Dell XPS 13? It shows database error ERR_RESOURCE_NOT_FOUND_404 constantly.,Technical,Negative,high,2026-06-03,new,No
TKT-100811,CUST-19237,ORD-410847,The secure setup for Noise-Cancelling Bud S fails with code ERR_INVALID_LICENSE_KEY. I have tried restarting the router already.,Technical,Positive,urgent,2026-06-30,new,No
TKT-100812,CUST-11616,ORD-385441,"The delivery status for order ORD-385441 says delivered, but I haven't received anything at my home in Vancouver.",Shipping,Negative,low,2026-06-17,in_progress,No
TKT-100813,CUST-13446,ORD-145173,Can you help me debug the sync issue on iPhone 14 Pro? It shows database error ERR_SSL_HANDSHAKE_FAILED constantly.,Technical,Positive,medium,2026-06-22,in_progress,No
TKT-100814,CUST-12001,ORD-879207,I cannot change my username. It keeps saying invalid format. Please help.,Account,Neutral,low,2026-06-21,pending,No
TKT-100815,CUST-14229,ORD-952186,I need to change my registered email from cameron.underwood@example.com to another address.,Account,Positive,low,2026-06-08,resolved,No
TKT-100816,CUST-11904,ORD-840142,Someone tried to access my profile from a different location. Can you verify my login history?,Account,Neutral,medium,2026-06-23,resolved,No
TKT-100817,CUST-14489,ORD-871471,I ordered Noise-Cancelling Bud S but the delivery address is incorrect. Can I change it to Tampa?,Shipping,Neutral,low,2026-06-24,in_progress,No
TKT-100818,CUST-15559,ORD-996814,Could you send me the invoice for my purchase of Pro Headphones X? Order ID is ORD-996814.,Billing,Positive,medium,2026-06-04,new,No
TKT-100819,CUST-16291,ORD-296164,Is Pro Headphones X currently in stock in any physical stores near Oakland?,Product,Positive,urgent,2026-06-22,new,No
TKT-100820,CUST-16667,ORD-135872,How long does shipping to Raleigh take for the Ultra Smartwatch v2? I need it before Friday.,Shipping,Negative,urgent,2026-06-17,in_progress,No
TKT-100821,CUST-18321,ORD-511568,I am looking at Eco Charging Pad and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Neutral,high,2026-06-02,pending,No
TKT-100822,CUST-12552,ORD-824123,My Windows Desktop is throwing error ERR_AUTH_FAILED_401 when trying to connect to the server. Please help.,Technical,Negative,high,2026-06-11,new,No
TKT-100823,CUST-13308,ORD-867127,How do I enable two-factor authentication (2FA) on my MacBook Pro M2? I want to secure my account.,Account,Negative,medium,2026-06-08,resolved,No
TKT-100824,CUST-14052,ORD-935607,My Android Tablet is throwing error ERR_INVALID_LICENSE_KEY when trying to connect to the server. Please help.,Technical,Negative,low,2026-07-02,escalated,Yes
TKT-100825,CUST-14845,ORD-377152,How can I delete my profile? I no longer wish to use this service. My customer name is Emily Thomas.,Account,Negative,urgent,2026-06-24,in_progress,No
TKT-100826,CUST-15621,ORD-132551,Is Secure Router Pro currently in stock in any physical stores near Nashville?,Product,Neutral,urgent,2026-07-02,escalated,Yes
TKT-100827,CUST-15511,ORD-626531,How can I delete my profile? I no longer wish to use this service. My customer name is Cameron Hill.,Account,Negative,urgent,2026-06-20,pending,No
TKT-100828,CUST-18040,ORD-114389,"My profile has been suspended for security reasons, it says error ERR_AUTH_FAILED_401. How can I unlock it?",Account,Negative,medium,2026-06-07,pending,No
TKT-100829,CUST-18571,ORD-189719,"I'm trying to buy Quantum Laptop 15 from Chicago, but the payment keeps failing with billing code ERR_CONNECTION_TIMED_OUT.",Billing,Negative,high,2026-06-24,new,No
TKT-100830,CUST-11561,ORD-954898,My card on file was charged 299 but I cancelled my plan last week. Refund needed ASAP.,Billing,Positive,urgent,2026-06-07,resolved,No
TKT-100831,CUST-11721,ORD-598162,Is 4K HDR Monitor compatible with Mac and Windows? I plan to use it on my Samsung Galaxy S23.,Product,Negative,medium,2026-06-11,pending,No
TKT-100832,CUST-18709,ORD-505763,Is Ultra Smartwatch v2 currently in stock in any physical stores near Houston?,Product,Positive,low,2026-06-15,resolved,No
TKT-100833,CUST-15094,ORD-689010,I want to merge my old profile with my new one. Both are under Matthew Garcia.,Account,Negative,urgent,2026-06-23,in_progress,No
TKT-100834,CUST-12663,ORD-959680,How do I configure the firmware update on the Secure Router Pro? I'm getting a connection failure.,Technical,Negative,medium,2026-06-13,escalated,Yes
TKT-100835,CUST-18086,ORD-900727,Does Noise-Cancelling Bud S support integration with Windows Desktop? I couldn't find this spec in the manual.,Product,Positive,high,2026-06-15,escalated,Yes
TKT-100836,CUST-14309,ORD-448322,someone tried to access my profile from a different location. can you verify my login history?,Account,Neutral,low,2026-06-23,new,No
TKT-100837,CUST-18850,ORD-168477,My MacBook Pro M2 is throwing error ERR_DB_TIMEOUT_504 when trying to connect to the server. Please help.,Technical,Positive,high,2026-06-19,new,No
TKT-100838,CUST-11419,ORD-276038,How do I enable two-factor authentication (2FA) on my iPhone 14 Pro? I want to secure my account.,Account,Positive,low,2026-07-02,pending,No
TKT-100839,CUST-17226,ORD-620909,I need to change my registered email from lily.smith@example.com to another address.,Account,Negative,high,2026-06-04,new,No
TKT-100840,CUST-10603,ORD-358582,I am requesting a refund for order ORD-358582 since the product arrived damaged. The total amount was $49.,Billing,Positive,low,2026-06-02,in_progress,No
TKT-100841,CUST-14874,ORD-757660,Is 4K HDR Monitor compatible with Mac and Windows? I plan to use it on my iPad Air.,Product,Positive,low,2026-06-06,in_progress,No
TKT-100842,CUST-12683,ORD-715488,I am requesting a refund for order ORD-715488 since the product arrived damaged. The total amount was $599.,Billing,Positive,low,2026-07-01,resolved,No
TKT-100843,CUST-13762,ORD-647374,I am looking at Quantum Laptop 15 and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Positive,urgent,2026-06-15,in_progress,No
TKT-100844,CUST-19922,ORD-444284,"My profile has been suspended for security reasons, it says error ERR_DB_TIMEOUT_504. How can I unlock it?",Account,Neutral,low,2026-06-11,pending,No
TKT-100845,CUST-19708,ORD-981078,Can you provide the tracking number or link for my shipping order ORD-981078?,Shipping,Neutral,urgent,2026-06-02,escalated,Yes
TKT-100846,CUST-18248,ORD-949342,I want to merge my old profile with my new one. Both are under Fiona Evans.,Account,Negative,low,2026-06-24,escalated,Yes
TKT-100847,CUST-19675,ORD-302733,can you help me debug the sync issue on android tablet? it shows database error err_resource_not_found_404 constantly.,Technical,Neutral,high,2026-06-19,in_progress,No
TKT-100848,CUST-18145,ORD-684814,Does Noise-Cancelling Bud S support integration with Windows Desktop? I couldn't find this spec in the manual.,Product,Negative,urgent,2026-06-19,resolved,No
TKT-100849,CUST-15768,ORD-814313,Does Pro Headphones X support integration with MacBook Pro M2? I couldn't find this spec in the manual.,Product,Neutral,urgent,2026-06-19,resolved,No
TKT-100850,CUST-19808,ORD-282342,"The delivery status for order ORD-282342 says delivered, but I haven't received anything at my home in Seattle.",Shipping,Positive,high,2026-06-07,new,No
TKT-100851,CUST-10668,ORD-217350,My Dell XPS 13 is throwing error ERR_RESOURCE_NOT_FOUND_404 when trying to connect to the server. Please help.,Technical,Positive,high,2026-06-27,in_progress,No
TKT-100852,CUST-16844,ORD-489685,How do I clean and maintain my Ultra Smartwatch v2? The user guide doesn't explain this well.,Product,Neutral,low,2026-06-23,new,No
TKT-100853,CUST-13246,ORD-652937,Could you send me the invoice for my purchase of Pro Headphones X? Order ID is ORD-652937.,Billing,Negative,low,2026-06-21,escalated,Yes
TKT-100854,CUST-13541,ORD-938984,I received a notification that order ORD-938984 was returned to sender. Why did that happen?,Shipping,Neutral,low,2026-06-20,in_progress,No
TKT-100855,CUST-17972,ORD-176501,Does Noise-Cancelling Bud S support integration with Dell XPS 13? I couldn't find this spec in the manual. please assist asap.,Product,Neutral,low,2026-06-22,new,No
TKT-100856,CUST-13859,ORD-811829,"I'm trying to buy Secure Router Pro from Kansas City, but the payment keeps failing with billing code ERR_AUTH_FAILED_401.",Billing,Neutral,medium,2026-06-08,escalated,Yes
TKT-100857,CUST-18187,ORD-358879,Where is my package? The tracking for order ORD-358879 has not updated in 3 days. It was supposed to ship to Zion. please assist asap.,Shipping,Negative,medium,2026-06-10,pending,No
TKT-100858,CUST-19040,ORD-294452,Can you tell me the physical dimensions and weight of 4K HDR Monitor? I want to make sure it fits my desk.,Product,Neutral,urgent,2026-06-27,resolved,No
TKT-100859,CUST-14689,ORD-835190,Is Secure Router Pro currently in stock in any physical stores near Wichita?,Product,Neutral,low,2026-06-30,in_progress,No
TKT-100860,CUST-14796,ORD-958527,I want to merge my old profile with my new one. Both are under Jamie Zimmerman.,Account,Negative,medium,2026-06-30,resolved,No
TKT-100861,CUST-12936,ORD-365071,I received a notification that order ORD-365071 was returned to sender. Why did that happen?,Shipping,Positive,high,2026-07-01,escalated,Yes
TKT-100862,CUST-15529,ORD-253125,I need to change my registered email from casey.underwood@example.com to another address.,Account,Negative,high,2026-06-22,resolved,No
TKT-100863,CUST-15922,ORD-792029,I need to update my billing address from Chicago to my new home. Can you help me?,Billing,Negative,medium,2026-06-05,new,No
TKT-100864,CUST-12032,ORD-153700,I ordered Pro Headphones X but the delivery address is incorrect. Can I change it to Houston?,Shipping,Positive,urgent,2026-06-21,escalated,Yes
TKT-100865,CUST-19408,ORD-925017,Why was my account charged 1499? I didn't purchase anything recently. Order reference is ORD-925017.,Billing,Neutral,medium,2026-06-25,escalated,Yes
TKT-100866,CUST-11486,ORD-935669,could you send me the invoice for my purchase of noise-cancelling bud s? order id is ord-935669.,Billing,Neutral,low,2026-06-15,pending,No
TKT-100867,CUST-18510,ORD-529787,How long does shipping to Zion take for the 4K HDR Monitor? I need it before Friday.,Shipping,Positive,low,2026-06-28,new,No
TKT-100868,CUST-18948,ORD-875984,My MacBook Pro M2 is throwing error ERR_DB_TIMEOUT_504 when trying to connect to the server. Please help.,Technical,Negative,low,2026-06-19,pending,No
TKT-100869,CUST-19365,ORD-783052,The software crashes on startup on my Samsung Galaxy S23. It worked fine yesterday but now displays ERR_AUTH_FAILED_401.,Technical,Negative,high,2026-06-25,in_progress,No
TKT-100870,CUST-12683,ORD-715488,I need to change my registered email from riley.zimmerman@example.com to another address.,Account,Negative,low,2026-06-12,new,No
TKT-100871,CUST-15528,ORD-549479,I'm experiencing slow speeds in Boston using Dell XPS 13. Is there an outage in my area?,Technical,Negative,urgent,2026-06-22,resolved,No
TKT-100872,CUST-13858,ORD-255414,"I'm trying to buy Eco Charging Pad from Austin, but the payment keeps failing with billing code ERR_RESOURCE_NOT_FOUND_404.",Billing,Neutral,medium,2026-06-27,new,No
TKT-100873,CUST-11961,ORD-424280,Could you send me the invoice for my purchase of Pro Headphones X? Order ID is ORD-424280.,Billing,Neutral,high,2026-06-22,new,No
TKT-100874,CUST-12278,ORD-189381,Can you tell me the physical dimensions and weight of Pro Headphones X? I want to make sure it fits my desk.,Product,Neutral,high,2026-06-07,in_progress,No
TKT-100875,CUST-11825,ORD-563332,How long does shipping to Houston take for the Ultra Smartwatch v2? I need it before Friday.,Shipping,Negative,high,2026-06-23,in_progress,No
TKT-100876,CUST-11782,ORD-714886,"my profile has been suspended for security reasons, it says error err_connection_timed_out. how can i unlock it?",Account,Positive,urgent,2026-06-30,in_progress,No
TKT-100877,CUST-10380,ORD-952051,Why was my account charged 1499? I didn't purchase anything recently. Order reference is ORD-952051.,Billing,Negative,high,2026-06-29,in_progress,No
TKT-100878,CUST-10471,ORD-642779,Can you provide the tracking number or link for my shipping order ORD-642779?,Shipping,Positive,medium,2026-06-07,in_progress,No
TKT-100879,CUST-17595,ORD-848888,Someone tried to access my profile from a different location. Can you verify my login history?,Account,Negative,medium,2026-06-30,new,No
TKT-100880,CUST-12137,ORD-106544,i was billed twice for my subscription. the invoice shows ord-106544 for 1499 but i only authorized one charge.,Billing,Negative,high,2026-06-29,new,No
TKT-100881,CUST-17390,ORD-110699,I need to update my billing address from Fort Worth to my new home. Can you help me?,Billing,Neutral,urgent,2026-06-27,resolved,No
TKT-100882,CUST-11867,ORD-487976,Can you help me debug the sync issue on iPhone 14 Pro? It shows database error ERR_INVALID_LICENSE_KEY constantly.,Technical,Positive,urgent,2026-06-29,in_progress,No
