Order ID,Customer ID,Product Name,Product Category,Order Date,Order Amount,Payment Status,Delivery Status,Expected Delivery Date,Refund Status,Warranty Status
ORD-686899,CUST-10845,4K HDR Monitor,Display,2024-02-15,599,Paid,Not Shipped,2024-02-19,None,Expired
ORD-414893,CUST-10845,Ultra Smartwatch v2,Wearables,2024-02-13,349,Unpaid,Cancelled,2024-02-18,None,Expired
ORD-848320,CUST-10846,Quantum Laptop 15,Computing,2024-09-17,1499,Refunded,Delivered,2024-09-23,Completed,Expired
ORD-343258,CUST-10846,Eco Charging Pad,Accessories,2024-09-06,49,Refunded,Delivered,2024-09-11,Completed,No Warranty
ORD-312474,CUST-10846,Secure Router Pro,Networking,2024-09-22,199,Unpaid,Cancelled,2024-09-28,None,Expired
ORD-297688,CUST-10847,Quantum Laptop 15,Computing,2025-08-28,1499,Processing Refund,Delivered,2025-09-02,Processing,Active
ORD-958643,CUST-10847,Quantum Laptop 15,Computing,2025-09-03,1499,Paid,Delivered,2025-09-08,None,Active
ORD-288318,CUST-10847,Eco Charging Pad,Accessories,2025-08-29,49,Unpaid,Cancelled,2025-09-03,None,No Warranty
ORD-663519,CUST-10847,Pro Headphones X,Audio,2025-09-05,299,Refunded,Not Shipped,2025-09-09,Completed,Active
ORD-850719,CUST-10848,Eco Charging Pad,Accessories,2026-04-21,49,Paid,In Transit,2026-04-24,None,No Warranty
ORD-378161,CUST-10848,Ultra Smartwatch v2,Wearables,2026-04-17,349,Paid,Delivered,2026-04-21,None,Active
ORD-126688,CUST-10848,Noise-Cancelling Bud S,Audio,2026-04-14,129,Paid,Delivered,2026-04-21,None,Active
ORD-979201,CUST-10849,Secure Router Pro,Networking,2025-01-04,199,Paid,Delivered,2025-01-11,None,Expired
ORD-562230,CUST-10849,Quantum Laptop 15,Computing,2025-01-16,1499,Unpaid,In Transit,2025-01-21,None,Expired
ORD-864774,CUST-10849,Secure Router Pro,Networking,2025-01-10,199,Unpaid,In Transit,2025-01-13,None,Expired
ORD-556087,CUST-10850,Eco Charging Pad,Accessories,2023-12-18,49,Unpaid,Delivered,2023-12-22,None,No Warranty
ORD-355050,CUST-10851,4K HDR Monitor,Display,2024-08-14,599,Paid,Cancelled,2024-08-21,None,Expired
ORD-762859,CUST-10851,4K HDR Monitor,Display,2024-08-20,599,Paid,Delivered,2024-08-24,None,Expired
ORD-107459,CUST-10851,Quantum Laptop 15,Computing,2024-08-13,1499,Paid,Delivered,2024-08-19,None,Expired
ORD-441123,CUST-10852,Secure Router Pro,Networking,2025-11-22,199,Paid,Delivered,2025-11-29,None,Active
ORD-385754,CUST-10852,Pro Headphones X,Audio,2025-11-25,299,Unpaid,Not Shipped,2025-11-28,None,Active
ORD-739541,CUST-10852,Secure Router Pro,Networking,2025-11-22,199,Unpaid,Delivered,2025-11-25,None,Active
ORD-793965,CUST-10852,Noise-Cancelling Bud S,Audio,2025-11-28,129,Paid,Delivered,2025-12-01,None,Active
ORD-943651,CUST-10852,Noise-Cancelling Bud S,Audio,2025-11-19,129,Paid,Not Shipped,2025-11-24,None,Active
ORD-303612,CUST-10853,Ultra Smartwatch v2,Wearables,2025-08-11,349,Paid,Delivered,2025-08-14,None,Active
ORD-728228,CUST-10853,Ultra Smartwatch v2,Wearables,2025-08-27,349,Refunded,Not Shipped,2025-09-01,Completed,Active
ORD-932366,CUST-10853,Quantum Laptop 15,Computing,2025-08-27,1499,Unpaid,Delivered,2025-08-30,None,Active
ORD-461297,CUST-10854,Noise-Cancelling Bud S,Audio,2025-03-22,129,Processing Refund,Delivered,2025-03-27,Processing,Expired
ORD-251961,CUST-10854,Eco Charging Pad,Accessories,2025-03-15,49,Paid,Not Shipped,2025-03-18,None,No Warranty
ORD-615600,CUST-10854,Noise-Cancelling Bud S,Audio,2025-03-30,129,Paid,Not Shipped,2025-04-04,None,Expired
ORD-778499,CUST-10854,Secure Router Pro,Networking,2025-04-01,199,Unpaid,Cancelled,2025-04-06,None,Expired
ORD-420503,CUST-10854,Secure Router Pro,Networking,2025-03-13,199,Processing Refund,Delivered,2025-03-19,Processing,Expired
ORD-954880,CUST-10855,Quantum Laptop 15,Computing,2024-12-19,1499,Paid,Delivered,2024-12-25,None,Expired
ORD-675739,CUST-10855,Pro Headphones X,Audio,2024-12-18,299,Paid,Not Shipped,2024-12-25,None,Expired
ORD-485679,CUST-10855,Quantum Laptop 15,Computing,2025-01-02,1499,Unpaid,Delivered,2025-01-05,None,Expired
ORD-660296,CUST-10855,Eco Charging Pad,Accessories,2024-12-23,49,Paid,In Transit,2024-12-30,None,No Warranty
ORD-734631,CUST-10855,Noise-Cancelling Bud S,Audio,2024-12-17,129,Paid,Delivered,2024-12-24,None,Expired
ORD-905783,CUST-10856,Secure Router Pro,Networking,2024-04-13,199,Paid,Delivered,2024-04-20,None,Expired
ORD-500279,CUST-10856,Quantum Laptop 15,Computing,2024-04-13,1499,Unpaid,Delivered,2024-04-20,None,Expired
ORD-965020,CUST-10857,4K HDR Monitor,Display,2024-09-27,599,Paid,Delivered,2024-09-30,None,Expired
ORD-735850,CUST-10858,Pro Headphones X,Audio,2025-03-21,299,Paid,In Transit,2025-03-24,None,Expired
ORD-388292,CUST-10858,Pro Headphones X,Audio,2025-03-15,299,Paid,Delivered,2025-03-22,None,Expired
ORD-556798,CUST-10858,Secure Router Pro,Networking,2025-03-16,199,Paid,Cancelled,2025-03-23,None,Expired
ORD-836097,CUST-10858,Eco Charging Pad,Accessories,2025-03-16,49,Paid,Not Shipped,2025-03-23,None,No Warranty
ORD-103917,CUST-10859,Pro Headphones X,Audio,2024-08-29,299,Paid,Delivered,2024-09-04,None,Expired
ORD-513081,CUST-10859,Noise-Cancelling Bud S,Audio,2024-08-26,129,Refunded,Not Shipped,2024-08-31,Completed,Expired
ORD-256118,CUST-10859,Eco Charging Pad,Accessories,2024-08-30,49,Unpaid,Delivered,2024-09-02,None,No Warranty
ORD-211955,CUST-10859,Eco Charging Pad,Accessories,2024-09-03,49,Refunded,Delivered,2024-09-08,Completed,No Warranty
ORD-711400,CUST-10859,Eco Charging Pad,Accessories,2024-09-06,49,Paid,Cancelled,2024-09-13,None,No Warranty
ORD-389448,CUST-10860,Ultra Smartwatch v2,Wearables,2026-02-27,349,Processing Refund,Delivered,2026-03-05,Processing,Active
ORD-377482,CUST-10861,4K HDR Monitor,Display,2024-05-28,599,Unpaid,In Transit,2024-06-02,None,Expired
ORD-983728,CUST-10861,Pro Headphones X,Audio,2024-05-26,299,Refunded,Delivered,2024-05-30,Completed,Expired
ORD-998263,CUST-10862,Eco Charging Pad,Accessories,2024-12-05,49,Refunded,Not Shipped,2024-12-10,Completed,No Warranty
ORD-295195,CUST-10862,Secure Router Pro,Networking,2024-11-23,199,Refunded,Delivered,2024-11-27,Completed,Expired
ORD-166308,CUST-10862,Pro Headphones X,Audio,2024-11-28,299,Paid,Not Shipped,2024-12-01,None,Expired
ORD-177837,CUST-10862,Pro Headphones X,Audio,2024-11-30,299,Unpaid,Delivered,2024-12-04,None,Expired
ORD-768857,CUST-10863,Ultra Smartwatch v2,Wearables,2024-10-16,349,Processing Refund,Cancelled,2024-10-20,Processing,Expired
ORD-628368,CUST-10864,4K HDR Monitor,Display,2024-05-10,599,Processing Refund,Cancelled,2024-05-14,Processing,Expired
ORD-264906,CUST-10864,Quantum Laptop 15,Computing,2024-05-18,1499,Processing Refund,In Transit,2024-05-25,Processing,Expired
ORD-589181,CUST-10864,Pro Headphones X,Audio,2024-05-02,299,Refunded,Cancelled,2024-05-06,Completed,Expired
ORD-988491,CUST-10864,Secure Router Pro,Networking,2024-05-15,199,Paid,Not Shipped,2024-05-19,None,Expired
ORD-628630,CUST-10865,Quantum Laptop 15,Computing,2025-08-12,1499,Paid,In Transit,2025-08-19,None,Active
ORD-699187,CUST-10866,Quantum Laptop 15,Computing,2023-10-31,1499,Paid,Delivered,2023-11-04,None,Expired
ORD-910298,CUST-10866,Secure Router Pro,Networking,2023-11-14,199,Paid,Not Shipped,2023-11-17,None,Expired
ORD-817860,CUST-10866,Quantum Laptop 15,Computing,2023-11-11,1499,Paid,Delivered,2023-11-17,None,Expired
ORD-993119,CUST-10867,Ultra Smartwatch v2,Wearables,2025-07-19,349,Paid,Delivered,2025-07-26,None,Active
ORD-500560,CUST-10867,Secure Router Pro,Networking,2025-07-30,199,Paid,Delivered,2025-08-06,None,Active
ORD-215694,CUST-10867,Noise-Cancelling Bud S,Audio,2025-07-17,129,Unpaid,Delivered,2025-07-20,None,Active
ORD-735339,CUST-10867,Noise-Cancelling Bud S,Audio,2025-08-02,129,Paid,Delivered,2025-08-07,None,Active
ORD-248792,CUST-10867,Secure Router Pro,Networking,2025-08-01,199,Unpaid,Not Shipped,2025-08-06,None,Active
ORD-846407,CUST-10868,Ultra Smartwatch v2,Wearables,2025-11-15,349,Processing Refund,Delivered,2025-11-20,Processing,Active
ORD-943896,CUST-10868,Secure Router Pro,Networking,2025-11-17,199,Paid,Delivered,2025-11-24,None,Active
ORD-752491,CUST-10869,Quantum Laptop 15,Computing,2024-06-11,1499,Unpaid,Delivered,2024-06-16,None,Expired
ORD-469657,CUST-10869,Noise-Cancelling Bud S,Audio,2024-06-08,129,Paid,Delivered,2024-06-14,None,Expired
ORD-836473,CUST-10869,4K HDR Monitor,Display,2024-06-09,599,Paid,Delivered,2024-06-15,None,Expired
ORD-474395,CUST-10870,4K HDR Monitor,Display,2025-09-18,599,Paid,Cancelled,2025-09-21,None,Active
ORD-718018,CUST-10870,Noise-Cancelling Bud S,Audio,2025-09-19,129,Paid,Delivered,2025-09-25,None,Active
ORD-594572,CUST-10871,Quantum Laptop 15,Computing,2025-01-14,1499,Paid,Delivered,2025-01-21,None,Expired
ORD-348844,CUST-10871,Quantum Laptop 15,Computing,2025-01-15,1499,Paid,In Transit,2025-01-22,None,Expired
ORD-413248,CUST-10871,Noise-Cancelling Bud S,Audio,2025-02-01,129,Paid,Cancelled,2025-02-04,None,Expired
ORD-315464,CUST-10872,Ultra Smartwatch v2,Wearables,2024-02-13,349,Processing Refund,Not Shipped,2024-02-19,Processing,Expired
ORD-130675,CUST-10872,4K HDR Monitor,Display,2024-02-20,599,Processing Refund,Cancelled,2024-02-24,Processing,Expired
ORD-675783,CUST-10872,Ultra Smartwatch v2,Wearables,2024-02-20,349,Paid,Not Shipped,2024-02-23,None,Expired
ORD-663849,CUST-10873,Ultra Smartwatch v2,Wearables,2025-09-16,349,Paid,Delivered,2025-09-23,None,Active
ORD-772761,CUST-10873,Secure Router Pro,Networking,2025-09-08,199,Paid,Not Shipped,2025-09-12,None,Active
ORD-152190,CUST-10873,Secure Router Pro,Networking,2025-09-17,199,Paid,Not Shipped,2025-09-22,None,Active
ORD-280543,CUST-10873,Eco Charging Pad,Accessories,2025-09-20,49,Paid,Cancelled,2025-09-27,None,No Warranty
ORD-809659,CUST-10874,4K HDR Monitor,Display,2023-10-28,599,Paid,Delivered,2023-10-31,None,Expired
ORD-242791,CUST-10874,Quantum Laptop 15,Computing,2023-10-26,1499,Unpaid,Cancelled,2023-11-01,None,Expired
ORD-951403,CUST-10874,Ultra Smartwatch v2,Wearables,2023-10-20,349,Paid,Delivered,2023-10-24,None,Expired
ORD-338456,CUST-10874,Eco Charging Pad,Accessories,2023-10-13,49,Paid,In Transit,2023-10-20,None,No Warranty
ORD-499626,CUST-10874,Pro Headphones X,Audio,2023-10-11,299,Paid,Delivered,2023-10-18,None,Expired
ORD-831112,CUST-10875,4K HDR Monitor,Display,2024-08-11,599,Paid,Cancelled,2024-08-16,None,Expired
ORD-447704,CUST-10875,Eco Charging Pad,Accessories,2024-08-11,49,Processing Refund,Delivered,2024-08-14,Processing,No Warranty
ORD-329179,CUST-10876,Quantum Laptop 15,Computing,2023-10-27,1499,Unpaid,Cancelled,2023-11-01,None,Expired
ORD-280288,CUST-10876,Secure Router Pro,Networking,2023-11-07,199,Paid,Delivered,2023-11-14,None,Expired
ORD-876927,CUST-10877,Quantum Laptop 15,Computing,2026-04-23,1499,Paid,Delivered,2026-04-28,None,Active
ORD-217594,CUST-10877,Eco Charging Pad,Accessories,2026-04-11,49,Paid,Cancelled,2026-04-16,None,No Warranty
ORD-702563,CUST-10878,Quantum Laptop 15,Computing,2023-11-20,1499,Paid,Delivered,2023-11-27,None,Expired
ORD-387587,CUST-10878,Ultra Smartwatch v2,Wearables,2023-12-06,349,Paid,Delivered,2023-12-11,None,Expired
ORD-402762,CUST-10879,Eco Charging Pad,Accessories,2023-11-04,49,Paid,Not Shipped,2023-11-08,None,No Warranty
ORD-135698,CUST-10879,Eco Charging Pad,Accessories,2023-11-06,49,Paid,Not Shipped,2023-11-12,None,No Warranty
ORD-825192,CUST-10879,Eco Charging Pad,Accessories,2023-10-24,49,Paid,Delivered,2023-10-30,None,No Warranty
ORD-595604,CUST-10879,Secure Router Pro,Networking,2023-11-09,199,Paid,Delivered,2023-11-12,None,Expired
ORD-366932,CUST-10880,Eco Charging Pad,Accessories,2025-02-28,49,Refunded,Cancelled,2025-03-03,Completed,No Warranty
ORD-874726,CUST-10881,4K HDR Monitor,Display,2024-02-25,599,Paid,Delivered,2024-02-28,None,Expired
ORD-690969,CUST-10881,Eco Charging Pad,Accessories,2024-02-24,49,Paid,Delivered,2024-03-02,None,No Warranty
ORD-231293,CUST-10882,Pro Headphones X,Audio,2025-08-29,299,Paid,Not Shipped,2025-09-05,None,Active
ORD-542628,CUST-10883,Ultra Smartwatch v2,Wearables,2024-04-28,349,Paid,Delivered,2024-05-03,None,Expired
ORD-576756,CUST-10883,Pro Headphones X,Audio,2024-05-09,299,Unpaid,Not Shipped,2024-05-16,None,Expired
ORD-153654,CUST-10884,Ultra Smartwatch v2,Wearables,2025-08-15,349,Unpaid,In Transit,2025-08-19,None,Active
ORD-462857,CUST-10884,Noise-Cancelling Bud S,Audio,2025-08-15,129,Paid,In Transit,2025-08-19,None,Active
ORD-692923,CUST-10884,Pro Headphones X,Audio,2025-08-14,299,Processing Refund,Cancelled,2025-08-17,Processing,Active
ORD-975216,CUST-10885,Ultra Smartwatch v2,Wearables,2023-12-26,349,Refunded,Delivered,2024-01-02,Completed,Expired
ORD-342376,CUST-10885,Noise-Cancelling Bud S,Audio,2023-12-18,129,Processing Refund,Cancelled,2023-12-21,Processing,Expired
ORD-863112,CUST-10885,Eco Charging Pad,Accessories,2023-12-29,49,Unpaid,Delivered,2024-01-02,None,No Warranty
ORD-571278,CUST-10885,Ultra Smartwatch v2,Wearables,2023-12-20,349,Paid,Delivered,2023-12-23,None,Expired
ORD-454965,CUST-10885,Ultra Smartwatch v2,Wearables,2023-12-31,349,Paid,In Transit,2024-01-03,None,Expired
ORD-508531,CUST-10886,Ultra Smartwatch v2,Wearables,2024-07-30,349,Processing Refund,Delivered,2024-08-06,Processing,Expired
ORD-397853,CUST-10886,Pro Headphones X,Audio,2024-07-30,299,Unpaid,Not Shipped,2024-08-05,None,Expired
ORD-203554,CUST-10886,4K HDR Monitor,Display,2024-07-26,599,Paid,Delivered,2024-08-01,None,Expired
ORD-730603,CUST-10886,Pro Headphones X,Audio,2024-07-28,299,Refunded,Not Shipped,2024-08-04,Completed,Expired
ORD-339094,CUST-10887,Noise-Cancelling Bud S,Audio,2025-08-11,129,Paid,Delivered,2025-08-15,None,Active
ORD-267639,CUST-10887,Quantum Laptop 15,Computing,2025-08-09,1499,Processing Refund,Delivered,2025-08-14,Processing,Active
ORD-787625,CUST-10887,Pro Headphones X,Audio,2025-08-14,299,Paid,In Transit,2025-08-21,None,Active
ORD-498898,CUST-10887,Pro Headphones X,Audio,2025-08-11,299,Paid,Delivered,2025-08-17,None,Active
ORD-771820,CUST-10888,4K HDR Monitor,Display,2024-08-29,599,Paid,Not Shipped,2024-09-03,None,Expired
ORD-894298,CUST-10888,Ultra Smartwatch v2,Wearables,2024-08-16,349,Refunded,Delivered,2024-08-20,Completed,Expired
ORD-548073,CUST-10889,Quantum Laptop 15,Computing,2026-02-08,1499,Processing Refund,Delivered,2026-02-15,Processing,Active
ORD-387951,CUST-10889,Pro Headphones X,Audio,2026-02-12,299,Unpaid,Not Shipped,2026-02-19,None,Active
ORD-362933,CUST-10889,Ultra Smartwatch v2,Wearables,2026-01-25,349,Paid,Delivered,2026-01-30,None,Active
ORD-117940,CUST-10889,Quantum Laptop 15,Computing,2026-02-11,1499,Paid,Delivered,2026-02-18,None,Active
ORD-873440,CUST-10890,Noise-Cancelling Bud S,Audio,2025-05-04,129,Paid,Delivered,2025-05-10,None,Expired
ORD-648859,CUST-10890,Quantum Laptop 15,Computing,2025-05-05,1499,Refunded,Delivered,2025-05-08,Completed,Expired
ORD-744857,CUST-10890,Pro Headphones X,Audio,2025-05-06,299,Paid,Delivered,2025-05-13,None,Expired
ORD-572240,CUST-10891,Noise-Cancelling Bud S,Audio,2025-10-24,129,Paid,In Transit,2025-10-29,None,Active
ORD-239528,CUST-10892,4K HDR Monitor,Display,2024-02-22,599,Refunded,Not Shipped,2024-02-27,Completed,Expired
ORD-470087,CUST-10892,Quantum Laptop 15,Computing,2024-02-24,1499,Paid,Not Shipped,2024-03-02,None,Expired
ORD-282484,CUST-10892,Noise-Cancelling Bud S,Audio,2024-03-02,129,Refunded,Delivered,2024-03-08,Completed,Expired
ORD-182812,CUST-10893,Ultra Smartwatch v2,Wearables,2025-04-02,349,Paid,Cancelled,2025-04-07,None,Expired
ORD-752717,CUST-10893,Ultra Smartwatch v2,Wearables,2025-04-11,349,Paid,Delivered,2025-04-17,None,Expired
ORD-804872,CUST-10893,Ultra Smartwatch v2,Wearables,2025-04-17,349,Paid,Delivered,2025-04-23,None,Expired
ORD-970243,CUST-10893,4K HDR Monitor,Display,2025-04-16,599,Paid,Delivered,2025-04-23,None,Expired
ORD-340086,CUST-10893,4K HDR Monitor,Display,2025-04-07,599,Paid,Delivered,2025-04-13,None,Expired
ORD-294374,CUST-10894,Ultra Smartwatch v2,Wearables,2025-10-17,349,Paid,In Transit,2025-10-24,None,Active
ORD-270239,CUST-10894,Secure Router Pro,Networking,2025-10-10,199,Refunded,Delivered,2025-10-13,Completed,Active
ORD-706644,CUST-10894,4K HDR Monitor,Display,2025-10-07,599,Paid,In Transit,2025-10-14,None,Active
ORD-240591,CUST-10894,Ultra Smartwatch v2,Wearables,2025-10-10,349,Unpaid,Delivered,2025-10-14,None,Active
ORD-425164,CUST-10894,4K HDR Monitor,Display,2025-10-01,599,Paid,Delivered,2025-10-07,None,Active
ORD-339350,CUST-10895,4K HDR Monitor,Display,2024-02-06,599,Paid,Delivered,2024-02-11,None,Expired
ORD-685821,CUST-10895,Pro Headphones X,Audio,2024-02-17,299,Paid,In Transit,2024-02-20,None,Expired
ORD-848007,CUST-10895,Ultra Smartwatch v2,Wearables,2024-02-13,349,Processing Refund,Not Shipped,2024-02-19,Processing,Expired
ORD-935365,CUST-10895,4K HDR Monitor,Display,2024-02-19,599,Processing Refund,Delivered,2024-02-24,Processing,Expired
ORD-310105,CUST-10896,Secure Router Pro,Networking,2025-05-19,199,Paid,In Transit,2025-05-24,None,Expired
ORD-293076,CUST-10896,Secure Router Pro,Networking,2025-05-14,199,Paid,Delivered,2025-05-20,None,Expired
ORD-487457,CUST-10896,Secure Router Pro,Networking,2025-05-12,199,Paid,Delivered,2025-05-15,None,Expired
ORD-306532,CUST-10897,Eco Charging Pad,Accessories,2025-10-23,49,Paid,In Transit,2025-10-27,None,No Warranty
ORD-838208,CUST-10897,Pro Headphones X,Audio,2025-10-26,299,Paid,Cancelled,2025-10-31,None,Active
ORD-309703,CUST-10897,Eco Charging Pad,Accessories,2025-10-25,49,Refunded,Delivered,2025-10-29,Completed,No Warranty
ORD-161535,CUST-10898,Quantum Laptop 15,Computing,2024-09-01,1499,Unpaid,Delivered,2024-09-05,None,Expired
ORD-993207,CUST-10898,Secure Router Pro,Networking,2024-08-17,199,Paid,Not Shipped,2024-08-21,None,Expired
ORD-712709,CUST-10898,Noise-Cancelling Bud S,Audio,2024-08-23,129,Paid,Delivered,2024-08-29,None,Expired
ORD-837841,CUST-10898,Pro Headphones X,Audio,2024-08-31,299,Refunded,Delivered,2024-09-05,Completed,Expired
ORD-125376,CUST-10899,Pro Headphones X,Audio,2026-02-02,299,Unpaid,In Transit,2026-02-09,None,Active
ORD-174501,CUST-10899,Quantum Laptop 15,Computing,2026-01-21,1499,Paid,Not Shipped,2026-01-26,None,Active
ORD-777981,CUST-10899,Pro Headphones X,Audio,2026-01-19,299,Paid,Delivered,2026-01-23,None,Active
ORD-361496,CUST-10900,Secure Router Pro,Networking,2025-12-14,199,Paid,Delivered,2025-12-21,None,Active
ORD-710423,CUST-10900,Pro Headphones X,Audio,2025-12-03,299,Paid,Delivered,2025-12-09,None,Active
ORD-119069,CUST-10900,Ultra Smartwatch v2,Wearables,2025-12-13,349,Paid,Delivered,2025-12-20,None,Active
ORD-973534,CUST-10901,Secure Router Pro,Networking,2026-01-16,199,Processing Refund,Delivered,2026-01-23,Processing,Active
ORD-663817,CUST-10901,Noise-Cancelling Bud S,Audio,2026-01-12,129,Paid,Delivered,2026-01-16,None,Active
ORD-785180,CUST-10902,Eco Charging Pad,Accessories,2026-01-13,49,Paid,Delivered,2026-01-18,None,No Warranty
ORD-517388,CUST-10902,Pro Headphones X,Audio,2026-01-02,299,Paid,In Transit,2026-01-09,None,Active
ORD-155979,CUST-10902,Quantum Laptop 15,Computing,2025-12-28,1499,Paid,Delivered,2025-12-31,None,Active
ORD-374758,CUST-10903,Quantum Laptop 15,Computing,2025-12-19,1499,Refunded,Cancelled,2025-12-22,Completed,Active
ORD-342355,CUST-10903,Pro Headphones X,Audio,2025-12-20,299,Paid,Cancelled,2025-12-26,None,Active
ORD-892527,CUST-10903,Quantum Laptop 15,Computing,2025-12-14,1499,Paid,Delivered,2025-12-21,None,Active
ORD-840337,CUST-10904,Quantum Laptop 15,Computing,2024-03-24,1499,Paid,Delivered,2024-03-31,None,Expired
ORD-473864,CUST-10905,Eco Charging Pad,Accessories,2025-09-09,49,Paid,In Transit,2025-09-12,None,No Warranty
ORD-506508,CUST-10905,Quantum Laptop 15,Computing,2025-09-10,1499,Unpaid,Delivered,2025-09-16,None,Active
ORD-499219,CUST-10905,Secure Router Pro,Networking,2025-09-19,199,Paid,Delivered,2025-09-25,None,Active
ORD-161798,CUST-10905,Secure Router Pro,Networking,2025-09-22,199,Processing Refund,Delivered,2025-09-29,Processing,Active
ORD-593309,CUST-10905,Ultra Smartwatch v2,Wearables,2025-09-08,349,Paid,Delivered,2025-09-11,None,Active
ORD-691264,CUST-10906,Ultra Smartwatch v2,Wearables,2025-04-30,349,Paid,Delivered,2025-05-05,None,Expired
ORD-352948,CUST-10906,Eco Charging Pad,Accessories,2025-05-07,49,Refunded,Cancelled,2025-05-11,Completed,No Warranty
ORD-965738,CUST-10906,Ultra Smartwatch v2,Wearables,2025-04-21,349,Unpaid,Cancelled,2025-04-28,None,Expired
ORD-756324,CUST-10907,Secure Router Pro,Networking,2024-02-15,199,Processing Refund,In Transit,2024-02-18,Processing,Expired
ORD-744000,CUST-10907,Quantum Laptop 15,Computing,2024-02-15,1499,Paid,Not Shipped,2024-02-18,None,Expired
ORD-814296,CUST-10908,Ultra Smartwatch v2,Wearables,2024-07-30,349,Paid,Delivered,2024-08-04,None,Expired
ORD-851499,CUST-10908,Eco Charging Pad,Accessories,2024-07-31,49,Paid,Delivered,2024-08-04,None,No Warranty
ORD-634719,CUST-10908,Secure Router Pro,Networking,2024-07-21,199,Processing Refund,In Transit,2024-07-24,Processing,Expired
ORD-922878,CUST-10908,4K HDR Monitor,Display,2024-07-29,599,Unpaid,Cancelled,2024-08-02,None,Expired
ORD-636028,CUST-10909,Quantum Laptop 15,Computing,2024-12-07,1499,Refunded,Not Shipped,2024-12-10,Completed,Expired
ORD-269262,CUST-10909,Quantum Laptop 15,Computing,2024-11-23,1499,Paid,Not Shipped,2024-11-29,None,Expired
ORD-788914,CUST-10909,Noise-Cancelling Bud S,Audio,2024-11-22,129,Processing Refund,Not Shipped,2024-11-29,Processing,Expired
ORD-731306,CUST-10909,Eco Charging Pad,Accessories,2024-11-26,49,Paid,Not Shipped,2024-11-29,None,No Warranty
ORD-127951,CUST-10909,Quantum Laptop 15,Computing,2024-12-03,1499,Paid,Not Shipped,2024-12-10,None,Expired
ORD-323688,CUST-10910,Eco Charging Pad,Accessories,2025-04-16,49,Refunded,Delivered,2025-04-23,Completed,No Warranty
ORD-972373,CUST-10911,4K HDR Monitor,Display,2024-02-25,599,Processing Refund,Delivered,2024-02-28,Processing,Expired
ORD-203965,CUST-10911,4K HDR Monitor,Display,2024-02-23,599,Paid,Not Shipped,2024-02-27,None,Expired
ORD-880513,CUST-10911,Noise-Cancelling Bud S,Audio,2024-02-20,129,Unpaid,Delivered,2024-02-27,None,Expired
ORD-617530,CUST-10911,Quantum Laptop 15,Computing,2024-02-18,1499,Paid,Cancelled,2024-02-21,None,Expired
ORD-437780,CUST-10912,Eco Charging Pad,Accessories,2024-02-05,49,Paid,Not Shipped,2024-02-11,None,No Warranty
ORD-594500,CUST-10913,4K HDR Monitor,Display,2026-03-25,599,Paid,In Transit,2026-03-31,None,Active
ORD-178855,CUST-10914,Secure Router Pro,Networking,2026-03-13,199,Paid,Not Shipped,2026-03-19,None,Active
ORD-762550,CUST-10914,Pro Headphones X,Audio,2026-03-25,299,Processing Refund,Not Shipped,2026-03-28,Processing,Active
ORD-516738,CUST-10915,Eco Charging Pad,Accessories,2025-06-24,49,Paid,Delivered,2025-07-01,None,No Warranty
ORD-373920,CUST-10916,Secure Router Pro,Networking,2024-12-13,199,Refunded,Not Shipped,2024-12-19,Completed,Expired
ORD-857270,CUST-10916,Pro Headphones X,Audio,2024-12-02,299,Processing Refund,Delivered,2024-12-08,Processing,Expired
ORD-255985,CUST-10916,Pro Headphones X,Audio,2024-12-12,299,Paid,Not Shipped,2024-12-18,None,Expired
ORD-593259,CUST-10916,Ultra Smartwatch v2,Wearables,2024-11-25,349,Paid,Not Shipped,2024-11-29,None,Expired
ORD-737255,CUST-10916,Eco Charging Pad,Accessories,2024-12-13,49,Refunded,Delivered,2024-12-18,Completed,No Warranty
ORD-494097,CUST-10917,Noise-Cancelling Bud S,Audio,2024-01-06,129,Paid,Delivered,2024-01-09,None,Expired
ORD-137653,CUST-10917,Quantum Laptop 15,Computing,2024-01-21,1499,Refunded,In Transit,2024-01-26,Completed,Expired
ORD-805282,CUST-10918,Quantum Laptop 15,Computing,2024-10-01,1499,Paid,Delivered,2024-10-05,None,Expired
ORD-519218,CUST-10918,Secure Router Pro,Networking,2024-09-30,199,Processing Refund,Not Shipped,2024-10-07,Processing,Expired
ORD-602945,CUST-10918,Secure Router Pro,Networking,2024-09-17,199,Paid,Delivered,2024-09-21,None,Expired
ORD-705535,CUST-10919,Pro Headphones X,Audio,2026-05-06,299,Paid,In Transit,2026-05-13,None,Active
ORD-477125,CUST-10920,Noise-Cancelling Bud S,Audio,2025-01-19,129,Paid,Not Shipped,2025-01-23,None,Expired
ORD-550250,CUST-10921,4K HDR Monitor,Display,2023-12-15,599,Paid,Delivered,2023-12-19,None,Expired
ORD-521342,CUST-10921,Ultra Smartwatch v2,Wearables,2023-12-13,349,Paid,Delivered,2023-12-19,None,Expired
ORD-130030,CUST-10921,Quantum Laptop 15,Computing,2023-12-09,1499,Paid,In Transit,2023-12-16,None,Expired
ORD-278342,CUST-10921,4K HDR Monitor,Display,2023-12-06,599,Paid,Not Shipped,2023-12-10,None,Expired
ORD-886093,CUST-10921,Pro Headphones X,Audio,2023-12-11,299,Unpaid,Not Shipped,2023-12-15,None,Expired
ORD-424246,CUST-10922,Pro Headphones X,Audio,2026-04-01,299,Paid,Delivered,2026-04-08,None,Active
